congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
0,house,T000483,Trone,MD,6,Democrat,54,0.037037037,0.05466088,-15.1
116,house,T000483,Trone,MD,6,D,54,0.037037037,0.05466088,-15.1
0,house,T000484,Torres Small,NM,2,Democrat,54,0.074074074,0.63430413,10.2
116,house,T000484,Torres Small,NM,2,D,54,0.074074074,0.63430413,10.2
0,house,U000031,Upton,MI,6,Republican,149,0.825503356,0.73456554,8.4
115,house,U000031,Upton,MI,6,R,95,0.947368421,0.83431314,8.4
116,house,U000031,Upton,MI,6,R,54,0.611111111,0.55908365,8.4
0,house,U000040,Underwood,IL,14,Democrat,54,0.037037037,0.36454968,3.9
116,house,U000040,Underwood,IL,14,D,54,0.037037037,0.36454968,3.9
0,house,V000081,Velázquez,NY,7,Democrat,146,0.075342466,0.10066578,-76.5
115,house,V000081,Velázquez,NY,7,D,94,0.106382979,0.14510308,-76.5
116,house,V000081,Velázquez,NY,7,D,52,0.019230769,0.0203368,-76.5
0,house,V000108,Visclosky,IN,1,Democrat,149,0.161073826,0.30267149,-12.6
115,house,V000108,Visclosky,IN,1,D,96,0.229166667,0.43492612,-12.6
116,house,V000108,Visclosky,IN,1,D,53,0.037735849,0.06311591,-12.6
0,house,V000129,Valadao,CA,21,Republican,94,0.978723404,0.38805628,-15.5
115,house,V000129,Valadao,CA,21,R,94,0.978723404,0.38805628,-15.5
0,house,V000130,Vargas,CA,51,Democrat,147,0.108843537,0.12632259,-49
115,house,V000130,Vargas,CA,51,D,94,0.159574468,0.18349318,-49
116,house,V000130,Vargas,CA,51,D,53,0.018867925,0.02492568,-49
0,house,V000131,Veasey,TX,33,Democrat,146,0.157534247,0.11332849,-49.2
115,house,V000131,Veasey,TX,33,D,93,0.225806452,0.16374231,-49.2
116,house,V000131,Veasey,TX,33,D,53,0.037735849,0.0248665,-49.2
0,house,V000132,Vela,TX,34,Democrat,145,0.172413793,0.19649453,-21.5
115,house,V000132,Vela,TX,34,D,91,0.241758242,0.28848024,-21.5
116,house,V000132,Vela,TX,34,D,54,0.055555556,0.04148159,-21.5
0,house,V000133,Van Drew,NJ,2,Democrat,53,0.075471698,0.39583578,4.6
116,house,V000133,Van Drew,NJ,2,D,53,0.075471698,0.39583578,4.6
0,house,W000187,Waters,CA,43,Democrat,149,0.080536913,0.11031196,-61.7
115,house,W000187,Waters,CA,43,D,95,0.115789474,0.16079574,-61.7
116,house,W000187,Waters,CA,43,D,54,0.018518519,0.0214979,-61.7
0,house,W000791,Walden,OR,2,Republican,150,0.906666667,0.90981094,20.1
115,house,W000791,Walden,OR,2,R,96,0.989583333,0.925617,20.1
116,house,W000791,Walden,OR,2,R,54,0.759259259,0.88171129,20.1
0,house,W000795,Wilson,SC,2,Republican,148,0.972972973,0.89096809,17.7
115,house,W000795,Wilson,SC,2,R,96,0.979166667,0.91505687,17.7
116,house,W000795,Wilson,SC,2,R,52,0.961538462,0.8464965,17.7
0,house,W000797,Wasserman Schultz,FL,23,Democrat,147,0.129251701,0.17785996,-26.1
115,house,W000797,Wasserman Schultz,FL,23,D,93,0.182795699,0.26015349,-26.1
116,house,W000797,Wasserman Schultz,FL,23,D,54,0.037037037,0.03613221,-26.1
0,house,W000798,Walberg,MI,7,Republican,149,0.979865772,0.88384196,17
115,house,W000798,Walberg,MI,7,R,96,0.989583333,0.91136246,17
116,house,W000798,Walberg,MI,7,R,53,0.962264151,0.8339935,17
0,house,W000799,Walz,MN,1,Democrat,73,0.205479452,0.8924946,14.9
115,house,W000799,Walz,MN,1,D,73,0.205479452,0.8924946,14.9
0,house,W000800,Welch,VT,0,Democrat,148,0.128378378,0.1835312,-26.40835124
115,house,W000800,Welch,VT,0,D,95,0.189473684,0.2655481,-26.40835124
116,house,W000800,Welch,VT,0,D,53,0.018867925,0.03651979,-26.40835124
0,house,W000804,Wittman,VA,1,Republican,148,0.918918919,0.81870557,12.4
115,house,W000804,Wittman,VA,1,R,94,0.904255319,0.8780261,12.4
116,house,W000804,Wittman,VA,1,R,54,0.944444444,0.7154439,12.4
0,house,W000806,Webster,FL,11,Republican,143,0.916083916,0.95373573,32.3
115,house,W000806,Webster,FL,11,R,90,0.911111111,0.95099871,32.3
116,house,W000806,Webster,FL,11,R,53,0.924528302,0.9583835,32.3
0,house,W000808,Wilson,FL,24,Democrat,129,0.108527132,0.1046525,-67.5
115,house,W000808,Wilson,FL,24,D,82,0.158536585,0.1510877,-67.5
116,house,W000808,Wilson,FL,24,D,47,0.021276596,0.02363789,-67.5
0,house,W000809,Womack,AR,3,Republican,150,0.98,0.94665382,31.4
115,house,W000809,Womack,AR,3,R,96,0.989583333,0.94762677,31.4
116,house,W000809,Womack,AR,3,R,54,0.962962963,0.94492415,31.4
0,house,W000810,Woodall,GA,7,Republican,150,0.98,0.68388358,6.3
115,house,W000810,Woodall,GA,7,R,96,0.979166667,0.80600284,6.3
116,house,W000810,Woodall,GA,7,R,54,0.981481481,0.46678267,6.3
0,house,W000812,Wagner,MO,2,Republican,146,0.952054795,0.78135547,10.3
115,house,W000812,Wagner,MO,2,R,95,0.968421053,0.85732307,10.3
116,house,W000812,Wagner,MO,2,R,51,0.921568627,0.63984719,10.3
0,house,W000813,Walorski,IN,2,Republican,149,0.946308725,0.925889,23.2
115,house,W000813,Walorski,IN,2,R,96,0.958333333,0.93530616,23.2
116,house,W000813,Walorski,IN,2,R,53,0.924528302,0.90883151,23.2
0,house,W000814,Weber,TX,14,Republican,143,0.944055944,0.90447657,19.8
115,house,W000814,Weber,TX,14,R,93,0.924731183,0.92227873,19.8
116,house,W000814,Weber,TX,14,R,50,0.98,0.87136455,19.8
0,house,W000815,Wenstrup,OH,2,Republican,148,0.952702703,0.87587416,16.1
115,house,W000815,Wenstrup,OH,2,R,96,0.958333333,0.90615324,16.1
116,house,W000815,Wenstrup,OH,2,R,52,0.942307692,0.81997432,16.1
0,house,W000816,Williams,TX,25,Republican,147,0.93877551,0.85815791,14.9
115,house,W000816,Williams,TX,25,R,95,0.926315789,0.89801943,14.9
116,house,W000816,Williams,TX,25,R,52,0.961538462,0.78533397,14.9
0,house,W000819,Walker,NC,6,Republican,136,0.933823529,0.86065678,14.7
115,house,W000819,Walker,NC,6,R,91,0.923076923,0.89388693,14.7
116,house,W000819,Walker,NC,6,R,45,0.955555556,0.79345804,14.7
0,house,W000820,Walters,CA,45,Republican,94,0.989361702,0.57844199,-5.4
115,house,W000820,Walters,CA,45,R,94,0.989361702,0.57844199,-5.4
0,house,W000821,Westerman,AR,4,Republican,150,0.94,0.94851158,32.9
115,house,W000821,Westerman,AR,4,R,96,0.9375,0.94862569,32.9
116,house,W000821,Westerman,AR,4,R,54,0.944444444,0.94830872,32.9
0,house,W000822,Watson Coleman,NJ,12,Democrat,149,0.060402685,0.15663746,-33.2
115,house,W000822,Watson Coleman,NJ,12,D,95,0.084210526,0.228118,-33.2
116,house,W000822,Watson Coleman,NJ,12,D,54,0.018518519,0.03088465,-33.2
0,house,W000823,Waltz,FL,6,Republican,54,0.907407407,0.83509468,17
116,house,W000823,Waltz,FL,6,R,54,0.907407407,0.83509468,17
0,house,W000824,Watkins,KS,2,Republican,54,0.944444444,0.8589311,18.4
116,house,W000824,Watkins,KS,2,R,54,0.944444444,0.8589311,18.4
0,house,W000825,Wexton,VA,10,Democrat,54,0.037037037,0.07668049,-10
116,house,W000825,Wexton,VA,10,D,54,0.037037037,0.07668049,-10
0,house,W000826,Wild,PA,7,Democrat,57,0.070175439,0.23437725,-1.1
115,house,W000826,Wild,PA,15,D,3,0.666666667,0.86920674,7.6
116,house,W000826,Wild,PA,7,D,54,0.037037037,0.19910895,-1.1
0,house,W000827,Wright,TX,6,Republican,50,0.94,0.71097608,12.3
116,house,W000827,Wright,TX,6,R,50,0.94,0.71097608,12.3
0,house,Y000033,Young,AK,0,Republican,148,0.932432432,0.8578128,14.73064079
115,house,Y000033,Young,AK,0,R,96,0.927083333,0.89715152,14.73064079
116,house,Y000033,Young,AK,0,R,52,0.942307692,0.78518748,14.73064079
0,house,Y000062,Yarmuth,KY,3,Democrat,147,0.142857143,0.26846838,-15
115,house,Y000062,Yarmuth,KY,3,D,93,0.204301075,0.39244247,-15
116,house,Y000062,Yarmuth,KY,3,D,54,0.037037037,0.05495743,-15
0,house,Y000063,Yoder,KS,3,Republican,94,0.925531915,0.67076822,-1.2
115,house,Y000063,Yoder,KS,3,R,94,0.925531915,0.67076822,-1.2
0,house,Y000065,Yoho,FL,3,Republican,144,0.9375,0.87598531,16
115,house,Y000065,Yoho,FL,3,R,92,0.913043478,0.90448453,16
116,house,Y000065,Yoho,FL,3,R,52,0.980769231,0.82556361,16
0,house,Y000066,Young,IA,3,Republican,96,0.989583333,0.76046635,3.5
115,house,Y000066,Young,IA,3,R,96,0.989583333,0.76046635,3.5
0,house,Z000017,Zeldin,NY,1,Republican,150,0.886666667,0.81799971,12.3
115,house,Z000017,Zeldin,NY,1,R,96,0.864583333,0.87758287,12.3
116,house,Z000017,Zeldin,NY,1,R,54,0.925925926,0.7120741,12.3
0,house,Z000018,Zinke,MT,0,Republican,1,1,0.99438858,20.42273211
115,house,Z000018,Zinke,MT,0,R,1,1,0.99438858,20.42273211
0,senate,A000360,Alexander,TN,,Republican,105,0.904761905,0.86384305,26.0057009
115,senate,A000360,Alexander,TN,,R,80,0.9375,0.87959201,26.0057009
116,senate,A000360,Alexander,TN,,R,25,0.8,0.8134464,26.0057009
0,senate,B000575,Blunt,MO,,Republican,112,0.928571429,0.80266167,18.637117
115,senate,B000575,Blunt,MO,,R,84,0.964285714,0.8299707,18.637117
116,senate,B000575,Blunt,MO,,R,28,0.821428571,0.7207346,18.637117
0,senate,B000944,Brown,OH,,Democrat,111,0.252252252,0.6494458,8.1295744
115,senate,B000944,Brown,OH,,D,83,0.301204819,0.69004529,8.1295744
116,senate,B000944,Brown,OH,,D,28,0.107142857,0.52909731,8.1295744
0,senate,B001135,Burr,NC,,Republican,106,0.91509434,0.56163541,3.65522853
115,senate,B001135,Burr,NC,,R,81,0.925925926,0.60337882,3.65522853
116,senate,B001135,Burr,NC,,R,25,0.88,0.42638673,3.65522853
0,senate,B001230,Baldwin,WI,,Democrat,111,0.216216216,0.51055647,0.7643432
115,senate,B001230,Baldwin,WI,,D,83,0.253012048,0.55965646,0.7643432
116,senate,B001230,Baldwin,WI,,D,28,0.107142857,0.36501008,0.7643432
0,senate,B001236,Boozman,AR,,Republican,112,0.9375,0.8683214,26.92097803
115,senate,B001236,Boozman,AR,,R,84,0.964285714,0.88744937,26.92097803
116,senate,B001236,Boozman,AR,,R,28,0.857142857,0.81093748,26.92097803
0,senate,B001243,Blackburn,TN,,Republican,114,0.921052632,0.91144748,26.0057009
116,senate,B001243,Blackburn,TN,,R,27,0.925925926,0.80127323,26.0057009
0,senate,B001261,Barrasso,WY,,Republican,112,0.910714286,0.91437554,46.29527573
115,senate,B001261,Barrasso,WY,,R,84,0.916666667,0.92394906,46.29527573
116,senate,B001261,Barrasso,WY,,R,28,0.892857143,0.88565496,46.29527573
0,senate,B001267,Bennet,CO,,Democrat,105,0.266666667,0.4156569,-4.90558301
115,senate,B001267,Bennet,CO,,D,84,0.30952381,0.45142381,-4.90558301
116,senate,B001267,Bennet,CO,,D,21,0.095238095,0.27258924,-4.90558301
0,senate,B001277,Blumenthal,CT,,Democrat,111,0.189189189,0.28263688,-13.63938672
115,senate,B001277,Blumenthal,CT,,D,83,0.228915663,0.32799846,-13.63938672
116,senate,B001277,Blumenthal,CT,,D,28,0.071428571,0.14817222,-13.63938672
0,senate,B001288,Booker,NJ,,Democrat,104,0.134615385,0.28673459,-14.1026978
115,senate,B001288,Booker,NJ,,D,84,0.154761905,0.32373327,-14.1026978
116,senate,B001288,Booker,NJ,,D,20,0.05,0.13134011,-14.1026978
0,senate,B001310,Braun,IN,,Republican,28,0.928571429,0.72804372,19.16519376
116,senate,B001310,Braun,IN,,R,28,0.928571429,0.72804372,19.16519376
0,senate,C000127,Cantwell,WA,,Democrat,111,0.225225225,0.26383495,-15.4790881
115,senate,C000127,Cantwell,WA,,D,84,0.273809524,0.31016827,-15.4790881
116,senate,C000127,Cantwell,WA,,D,27,0.074074074,0.11968683,-15.4790881
0,senate,C000141,Cardin,MD,,Democrat,112,0.241071429,0.20086668,-26.41643951
115,senate,C000141,Cardin,MD,,D,84,0.285714286,0.23655615,-26.41643951
116,senate,C000141,Cardin,MD,,D,28,0.107142857,0.09379827,-26.41643951
0,senate,C000174,Carper,DE,,Democrat,112,0.285714286,0.30747062,-11.43051247
115,senate,C000174,Carper,DE,,D,84,0.369047619,0.35394828,-11.43051247
116,senate,C000174,Carper,DE,,D,28,0.035714286,0.16803764,-11.43051247
0,senate,C000567,Cochran,MS,,Republican,68,0.970588235,0.82996148,17.82624982
115,senate,C000567,Cochran,MS,,R,68,0.970588235,0.82996148,17.82624982
0,senate,C000880,Crapo,ID,,Republican,108,0.925925926,0.88825729,31.76941855
115,senate,C000880,Crapo,ID,,R,83,0.927710843,0.90545073,31.76941855
116,senate,C000880,Crapo,ID,,R,25,0.92,0.83117507,31.76941855
0,senate,C001035,Collins,ME,,Republican,112,0.660714286,0.43721384,-2.96044935
115,senate,C001035,Collins,ME,,R,84,0.773809524,0.48641584,-2.96044935
116,senate,C001035,Collins,ME,,R,28,0.321428571,0.28960784,-2.96044935
0,senate,C001047,Capito,WV,,Republican,110,0.954545455,0.91571293,42.15364679
115,senate,C001047,Capito,WV,,R,83,0.963855422,0.92154115,42.15364679
116,senate,C001047,Capito,WV,,R,27,0.925925926,0.89779655,42.15364679
0,senate,C001056,Cornyn,TX,,Republican,112,0.946428571,0.6679221,8.9994276
115,senate,C001056,Cornyn,TX,,R,84,0.964285714,0.70793753,8.9994276
116,senate,C001056,Cornyn,TX,,R,28,0.892857143,0.54787581,8.9994276
0,senate,C001070,Casey,PA,,Democrat,112,0.276785714,0.50868676,0.72426964
115,senate,C001070,Casey,PA,,D,84,0.321428571,0.55686645,0.72426964
116,senate,C001070,Casey,PA,,D,28,0.142857143,0.36414772,0.72426964
0,senate,C001071,Corker,TN,,Republican,81,0.839506173,0.87920266,26.0057009
115,senate,C001071,Corker,TN,,R,81,0.839506173,0.87920266,26.0057009
0,senate,C001075,Cassidy,LA,,Republican,111,0.918918919,0.8135444,19.63911856
115,senate,C001075,Cassidy,LA,,R,84,0.94047619,0.83900553,19.63911856
116,senate,C001075,Cassidy,LA,,R,27,0.851851852,0.734332,19.63911856
0,senate,C001088,Coons,DE,,Democrat,111,0.279279279,0.30913552,-11.43051247
115,senate,C001088,Coons,DE,,D,83,0.34939759,0.3567348,-11.43051247
116,senate,C001088,Coons,DE,,D,28,0.071428571,0.16803764,-11.43051247
0,senate,C001095,Cotton,AR,,Republican,112,0.866071429,0.8683214,26.92097803
115,senate,C001095,Cotton,AR,,R,84,0.892857143,0.88744937,26.92097803
116,senate,C001095,Cotton,AR,,R,28,0.785714286,0.81093748,26.92097803
0,senate,C001096,Cramer,ND,,Republican,118,0.966101695,0.92935944,35.72888837
116,senate,C001096,Cramer,ND,,R,27,0.888888889,0.85581561,35.72888837
0,senate,C001098,Cruz,TX,,Republican,110,0.918181818,0.67123778,8.9994276
115,senate,C001098,Cruz,TX,,R,84,0.916666667,0.70793753,8.9994276
116,senate,C001098,Cruz,TX,,R,26,0.923076923,0.55266938,8.9994276
0,senate,C001113,Cortez Masto,NV,,Democrat,112,0.276785714,0.44738377,-2.41712836
115,senate,C001113,Cortez Masto,NV,,D,84,0.345238095,0.49654138,-2.41712836
116,senate,C001113,Cortez Masto,NV,,D,28,0.071428571,0.29991092,-2.41712836
0,senate,D000563,Durbin,IL,,Democrat,109,0.220183486,0.25070426,-17.06361362
115,senate,D000563,Durbin,IL,,D,82,0.256097561,0.29062649,-17.06361362
116,senate,D000563,Durbin,IL,,D,27,0.111111111,0.12945897,-17.06361362
0,senate,D000607,Donnelly,IN,,Democrat,83,0.542168675,0.83336329,19.16519376
115,senate,D000607,Donnelly,IN,,D,83,0.542168675,0.83336329,19.16519376
0,senate,D000618,Daines,MT,,Republican,111,0.846846847,0.82010879,20.42273211
115,senate,D000618,Daines,MT,,R,83,0.879518072,0.84560128,20.42273211
116,senate,D000618,Daines,MT,,R,28,0.75,0.74454177,20.42273211
0,senate,D000622,Duckworth,IL,,Democrat,107,0.23364486,0.25451387,-17.06361362
115,senate,D000622,Duckworth,IL,,D,82,0.280487805,0.2911984,-17.06361362
116,senate,D000622,Duckworth,IL,,D,25,0.08,0.13418862,-17.06361362
0,senate,E000285,Enzi,WY,,Republican,111,0.891891892,0.91879408,46.29527573
115,senate,E000285,Enzi,WY,,R,84,0.892857143,0.92394906,46.29527573
116,senate,E000285,Enzi,WY,,R,27,0.888888889,0.90275635,46.29527573
0,senate,E000295,Ernst,IA,,Republican,112,0.910714286,0.67495995,9.40683805
115,senate,E000295,Ernst,IA,,R,84,0.916666667,0.71443383,9.40683805
116,senate,E000295,Ernst,IA,,R,28,0.892857143,0.55653832,9.40683805
0,senate,F000062,Feinstein,CA,,Democrat,111,0.225225225,0.18885273,-30.10929307
115,senate,F000062,Feinstein,CA,,D,83,0.277108434,0.22272426,-30.10929307
116,senate,F000062,Feinstein,CA,,D,28,0.071428571,0.08844783,-30.10929307
0,senate,F000444,Flake,AZ,,Republican,80,0.8125,0.60153693,3.54559463
115,senate,F000444,Flake,AZ,,R,80,0.8125,0.60153693,3.54559463
0,senate,F000457,Franken,MN,,Democrat,55,0.236363636,0.49529896,-1.52013048
115,senate,F000457,Franken,MN,,D,55,0.236363636,0.49529896,-1.52013048
0,senate,F000463,Fischer,NE,,Republican,112,0.910714286,0.8569303,25.04859475
115,senate,F000463,Fischer,NE,,R,84,0.928571429,0.87762998,25.04859475
116,senate,F000463,Fischer,NE,,R,28,0.857142857,0.79483126,25.04859475
0,senate,G000359,Graham,SC,,Republican,107,0.859813084,0.75256362,14.2659129
115,senate,G000359,Graham,SC,,R,82,0.902439024,0.78455638,14.2659129
116,senate,G000359,Graham,SC,,R,25,0.72,0.64762738,14.2659129
0,senate,G000386,Grassley,IA,,Republican,112,0.901785714,0.67495995,9.40683805
115,senate,G000386,Grassley,IA,,R,84,0.904761905,0.71443383,9.40683805
116,senate,G000386,Grassley,IA,,R,28,0.892857143,0.55653832,9.40683805
0,senate,G000555,Gillibrand,NY,,Democrat,105,0.114285714,0.23134073,-22.49045614
115,senate,G000555,Gillibrand,NY,,D,84,0.119047619,0.25753921,-22.49045614
116,senate,G000555,Gillibrand,NY,,D,21,0.095238095,0.12654681,-22.49045614
0,senate,G000562,Gardner,CO,,Republican,109,0.889908257,0.40680808,-4.90558301
115,senate,G000562,Gardner,CO,,R,84,0.916666667,0.45142381,-4.90558301
116,senate,G000562,Gardner,CO,,R,25,0.8,0.2568992,-4.90558301
0,senate,H000338,Hatch,UT,,Republican,84,0.964285714,0.824664,18.07933323
115,senate,H000338,Hatch,UT,,R,84,0.964285714,0.824664,18.07933323
0,senate,H001041,Heller,NV,,Republican,83,0.915662651,0.4997653,-2.41712836
115,senate,H001041,Heller,NV,,R,83,0.915662651,0.4997653,-2.41712836
0,senate,H001042,Hirono,HI,,Democrat,112,0.214285714,0.18080946,-32.18281473
115,senate,H001042,Hirono,HI,,D,84,0.25,0.21231418,-32.18281473
116,senate,H001042,Hirono,HI,,D,28,0.107142857,0.08629533,-32.18281473
0,senate,H001046,Heinrich,NM,,Democrat,111,0.252252252,0.34947158,-8.2132684
115,senate,H001046,Heinrich,NM,,D,83,0.289156627,0.39809242,-8.2132684
116,senate,H001046,Heinrich,NM,,D,28,0.142857143,0.20534553,-8.2132684
0,senate,H001061,Hoeven,ND,,Republican,112,0.946428571,0.9016331,35.72888837
115,senate,H001061,Hoeven,ND,,R,84,0.964285714,0.91518938,35.72888837
116,senate,H001061,Hoeven,ND,,R,28,0.892857143,0.86096423,35.72888837
0,senate,H001069,Heitkamp,ND,,Democrat,84,0.547619048,0.91518938,35.72888837
115,senate,H001069,Heitkamp,ND,,D,84,0.547619048,0.91518938,35.72888837
0,senate,H001075,Harris,CA,,Democrat,101,0.158415842,0.19750586,-30.10929307
115,senate,H001075,Harris,CA,,D,84,0.178571429,0.22031274,-30.10929307
116,senate,H001075,Harris,CA,,D,17,0.058823529,0.08481307,-30.10929307
0,senate,H001076,Hassan,NH,,Democrat,112,0.276785714,0.48700913,-0.36766386
115,senate,H001076,Hassan,NH,,D,84,0.345238095,0.53567328,-0.36766386
116,senate,H001076,Hassan,NH,,D,28,0.071428571,0.34101667,-0.36766386
0,senate,H001079,Hyde-Smith,MS,,Republican,44,0.931818182,0.73819039,17.82624982
115,senate,H001079,Hyde-Smith,MS,,R,16,1,0.7891585,17.82624982
116,senate,H001079,Hyde-Smith,MS,,R,28,0.892857143,0.70906575,17.82624982
0,senate,H001089,Hawley,MO,,Republican,28,0.821428571,0.7207346,18.637117
116,senate,H001089,Hawley,MO,,R,28,0.821428571,0.7207346,18.637117
0,senate,I000024,Inhofe,OK,,Republican,112,0.928571429,0.9030822,36.39118454
115,senate,I000024,Inhofe,OK,,R,84,0.94047619,0.91631997,36.39118454
116,senate,I000024,Inhofe,OK,,R,28,0.892857143,0.86336888,36.39118454
0,senate,I000055,Isakson,GA,,Republican,87,0.91954023,0.58794768,5.15937819
115,senate,I000055,Isakson,GA,,R,67,0.940298507,0.63168434,5.15937819
116,senate,I000055,Isakson,GA,,R,20,0.85,0.44142987,5.15937819
0,senate,J000293,Johnson,WI,,Republican,112,0.892857143,0.50948679,0.7643432
115,senate,J000293,Johnson,WI,,R,84,0.892857143,0.55764569,0.7643432
116,senate,J000293,Johnson,WI,,R,28,0.892857143,0.36501008,0.7643432
0,senate,J000300,Jones,AL,,Democrat,55,0.345454545,0.83975732,27.72514661
115,senate,J000300,Jones,AL,,D,27,0.518518519,0.86317279,27.72514661
116,senate,J000300,Jones,AL,,D,28,0.178571429,0.81717812,27.72514661
0,senate,K000352,Kyl,AZ,,Republican,7,0.714285714,0.63824333,3.54559463
115,senate,K000352,Kyl,AZ,,R,7,0.714285714,0.63824333,3.54559463
0,senate,K000367,Klobuchar,MN,,Democrat,106,0.264150943,0.47616699,-1.52013048
115,senate,K000367,Klobuchar,MN,,D,84,0.321428571,0.51351587,-1.52013048
116,senate,K000367,Klobuchar,MN,,D,22,0.045454545,0.3335622,-1.52013048
0,senate,K000383,King,ME,,Independent,112,0.375,0.43721384,-2.96044935
115,senate,K000383,King,ME,,I,84,0.464285714,0.48641584,-2.96044935
116,senate,K000383,King,ME,,I,28,0.107142857,0.28960784,-2.96044935
0,senate,K000384,Kaine,VA,,Democrat,112,0.285714286,0.39518367,-5.32370582
115,senate,K000384,Kaine,VA,,D,84,0.357142857,0.44420349,-5.32370582
116,senate,K000384,Kaine,VA,,D,28,0.071428571,0.24812421,-5.32370582
0,senate,K000393,Kennedy,LA,,Republican,111,0.864864865,0.81117259,19.63911856
115,senate,K000393,Kennedy,LA,,R,83,0.86746988,0.83706827,19.63911856
116,senate,K000393,Kennedy,LA,,R,28,0.857142857,0.73441038,19.63911856
0,senate,L000174,Leahy,VT,,Democrat,111,0.225225225,0.19398359,-26.40835124
115,senate,L000174,Leahy,VT,,D,83,0.265060241,0.22777615,-26.40835124
116,senate,L000174,Leahy,VT,,D,28,0.107142857,0.09381278,-26.40835124
0,senate,L000575,Lankford,OK,,Republican,112,0.892857143,0.9030822,36.39118454
115,senate,L000575,Lankford,OK,,R,84,0.904761905,0.91631997,36.39118454
116,senate,L000575,Lankford,OK,,R,28,0.857142857,0.86336888,36.39118454
0,senate,L000577,Lee,UT,,Republican,111,0.738738739,0.79731864,18.07933323
115,senate,L000577,Lee,UT,,R,84,0.785714286,0.824664,18.07933323
116,senate,L000577,Lee,UT,,R,27,0.592592593,0.7122442,18.07933323
0,senate,M000133,Markey,MA,,Democrat,111,0.144144144,0.19934858,-27.19670645
115,senate,M000133,Markey,MA,,D,83,0.156626506,0.2354061,-27.19670645
116,senate,M000133,Markey,MA,,D,28,0.107142857,0.09246378,-27.19670645
0,senate,M000303,McCain,AZ,,Republican,53,0.830188679,0.61164701,3.54559463
115,senate,M000303,McCain,AZ,,R,53,0.830188679,0.61164701,3.54559463
0,senate,M000355,McConnell,KY,,Republican,111,0.936936937,0.88164871,29.83745022
115,senate,M000355,McConnell,KY,,R,83,0.951807229,0.89847086,29.83745022
116,senate,M000355,McConnell,KY,,R,28,0.892857143,0.83178305,29.83745022
0,senate,M000639,Menendez,NJ,,Democrat,110,0.209090909,0.26648273,-14.1026978
115,senate,M000639,Menendez,NJ,,D,82,0.256097561,0.30812243,-14.1026978
116,senate,M000639,Menendez,NJ,,D,28,0.071428571,0.1445379,-14.1026978
0,senate,M000934,Moran,KS,,Republican,110,0.827272727,0.82680836,20.60221107
115,senate,M000934,Moran,KS,,R,83,0.927710843,0.84549922,20.60221107
116,senate,M000934,Moran,KS,,R,27,0.518518519,0.76935125,20.60221107
0,senate,M001111,Murray,WA,,Democrat,112,0.214285714,0.26630921,-15.4790881
115,senate,M001111,Murray,WA,,D,84,0.261904762,0.31016827,-15.4790881
116,senate,M001111,Murray,WA,,D,28,0.071428571,0.13473201,-15.4790881
0,senate,M001153,Murkowski,AK,,Republican,108,0.740740741,0.75866041,14.73064079
115,senate,M001153,Murkowski,AK,,R,82,0.817073171,0.78684126,14.73064079
116,senate,M001153,Murkowski,AK,,R,26,0.5,0.66978236,14.73064079
0,senate,M001169,Murphy,CT,,Democrat,111,0.234234234,0.28263688,-13.63938672
115,senate,M001169,Murphy,CT,,D,83,0.277108434,0.32799846,-13.63938672
116,senate,M001169,Murphy,CT,,D,28,0.107142857,0.14817222,-13.63938672
0,senate,M001170,McCaskill,MO,,Democrat,83,0.457831325,0.83012856,18.637117
115,senate,M001170,McCaskill,MO,,D,83,0.457831325,0.83012856,18.637117
0,senate,M001176,Merkley,OR,,Democrat,112,0.125,0.31287364,-10.97781682
115,senate,M001176,Merkley,OR,,D,84,0.130952381,0.35961111,-10.97781682
116,senate,M001176,Merkley,OR,,D,28,0.107142857,0.17266123,-10.97781682
0,senate,M001183,Manchin,WV,,Democrat,112,0.526785714,0.911564,42.15364679
115,senate,M001183,Manchin,WV,,D,84,0.607142857,0.9224584,42.15364679
116,senate,M001183,Manchin,WV,,D,28,0.285714286,0.87888081,42.15364679
0,senate,M001197,McSally,AZ,,Republican,124,0.951612903,0.55347299,3.54559463
116,senate,M001197,McSally,AZ,,R,28,0.892857143,0.4265066,3.54559463
0,senate,N000032,Nelson,FL,,Democrat,83,0.43373494,0.56806183,1.19862561
115,senate,N000032,Nelson,FL,,D,83,0.43373494,0.56806183,1.19862561
0,senate,P000449,Portman,OH,,Republican,112,0.910714286,0.65254239,8.1295744
115,senate,P000449,Portman,OH,,R,84,0.94047619,0.69369075,8.1295744
116,senate,P000449,Portman,OH,,R,28,0.821428571,0.52909731,8.1295744
0,senate,P000595,Peters,MI,,Democrat,111,0.27027027,0.49812498,0.22303327
115,senate,P000595,Peters,MI,,D,83,0.337349398,0.54693486,0.22303327
116,senate,P000595,Peters,MI,,D,28,0.071428571,0.35343853,0.22303327
0,senate,P000603,Paul,KY,,Republican,103,0.689320388,0.87827846,29.83745022
115,senate,P000603,Paul,KY,,R,81,0.728395062,0.89824468,29.83745022
116,senate,P000603,Paul,KY,,R,22,0.545454545,0.80476644,29.83745022
0,senate,P000612,Perdue,GA,,Republican,106,0.943396226,0.60236392,5.15937819
115,senate,P000612,Perdue,GA,,R,83,0.951807229,0.63744463,5.15937819
116,senate,P000612,Perdue,GA,,R,23,0.913043478,0.47576828,5.15937819
0,senate,R000122,Reed,RI,,Democrat,112,0.232142857,0.26605312,-15.50854907
